fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine_type,quality
7.5,0.241,0.306,2.22,0.031,35.5,104.5,0.99044,2.99,0.41,11.93,white,7
9.4,0.23,0.56,16.45,0.063,52.5,282.0,1.00098,3.1,0.51,9.3,white,5
6.2,0.372,0.259,2.87,0.03,11.0,69.5,0.98939,2.93,0.71,12.69,white,7
7.5,0.439,0.356,3.81,0.035,7.5,59.0,0.99286,3.1,0.5,10.69,white,3
6.5,0.15,0.299,5.07,0.044,31.0,124.0,0.99485,3.33,0.73,9.59,white,6
7.3,0.594,0.257,6.92,0.07,35.0,121.5,0.99796,3.36,0.49,9.45,red,5
7.6,0.436,0.233,1.91,0.078,4.5,14.5,0.99621,3.28,0.58,9.53,red,5
6.2,0.3,0.26,13.4,0.046,57.0,206.0,0.99775,3.17,0.43,9.5,white,6
6.9,0.145,0.291,2.39,0.031,14.0,75.5,0.99112,3.09,0.57,11.31,white,7
7.2,0.191,0.391,1.18,0.036,32.0,85.0,0.99179,3.16,0.5,10.49,white,5
8.9,0.33,0.356,0.97,0.039,11.5,59.0,0.99185,2.94,0.29,10.73,white,4
5.2,0.442,0.333,1.32,0.029,10.0,74.0,0.98968,3.34,0.38,12.11,white,6
6.4,0.245,0.38,7.92,0.044,55.0,200.0,0.99573,3.19,0.46,9.13,white,5
6.7,0.64,0.23,2.1,0.08,11.0,119.0,0.99538,3.36,0.7,10.9,red,5
6.2,0.33,0.221,16.04,0.046,28.5,156.0,0.99793,3.08,0.49,9.06,white,5
7.4,0.249,0.312,14.92,0.054,37.5,192.0,0.99836,3.06,0.5,9.39,white,7
6.0,0.291,0.305,3.08,0.03,25.0,109.5,0.99139,3.4,0.71,12.06,white,7
7.1,0.533,0.222,2.22,0.081,12.5,35.5,0.9967,3.48,0.59,10.76,red,5
8.9,0.225,0.34,6.96,0.035,29.5,153.5,0.99583,3.09,0.47,9.97,white,6
7.5,0.169,0.256,4.65,0.05,23.5,96.0,0.99406,3.07,0.46,9.54,white,6
6.2,0.288,0.513,1.47,0.04,41.5,105.5,0.99006,3.15,0.37,11.54,white,6
7.3,0.564,0.112,9.52,0.095,22.5,181.5,0.99784,3.35,0.46,9.15,white,4
7.4,0.371,0.224,2.53,0.074,37.0,66.5,0.99596,3.37,0.55,10.24,red,6
9.1,0.334,0.369,1.87,0.062,17.5,42.5,0.99503,3.21,0.83,11.29,red,7
7.7,0.335,0.44,2.06,0.082,7.0,15.5,0.99561,3.34,0.57,10.95,red,6
7.3,0.317,0.329,1.74,0.042,25.0,179.5,0.99405,3.36,0.51,10.23,white,4
6.5,0.136,0.288,7.76,0.057,21.0,83.5,0.99473,3.27,0.36,9.84,white,6
5.7,0.188,0.257,5.46,0.036,52.0,176.5,0.99497,3.69,0.46,10.56,white,7
6.6,0.491,0.261,10.82,0.029,32.0,110.5,0.99292,3.27,0.77,12.88,white,8
6.9,0.202,0.325,7.02,0.022,52.0,185.0,0.99357,3.25,0.37,11.11,white,8
6.1,0.157,0.285,6.42,0.044,38.0,146.0,0.99476,3.58,0.44,10.51,white,6
5.3,0.76,0.03,2.7,0.043,27.0,93.0,0.9932,3.34,0.38,9.2,white,5
6.7,0.419,0.39,12.11,0.04,61.0,248.0,0.99793,3.31,0.58,9.7,white,5
6.7,0.724,0.115,2.04,0.086,13.5,85.0,0.99576,3.37,0.52,10.13,red,5
7.0,0.288,0.344,8.94,0.032,15.0,88.5,0.99514,3.07,0.57,10.92,white,5
7.2,0.238,0.417,6.55,0.024,22.0,112.5,0.99315,3.12,0.58,11.28,white,6
5.4,0.474,0.152,2.21,0.028,30.0,129.5,0.98935,3.35,0.72,13.36,white,8
6.6,0.3,0.25,7.98,0.036,21.0,124.0,0.99361,3.06,0.38,10.8,white,6
6.9,0.188,0.309,19.03,0.044,38.0,167.0,0.99947,2.93,0.52,9.08,white,7
8.1,0.426,0.367,5.58,0.032,34.0,124.0,0.9915,2.99,0.36,13.1,white,7
7.6,0.56,0.12,10.4,0.096,22.0,177.0,0.9983,3.32,0.45,9.1,white,4
12.4,0.386,0.577,2.42,0.084,26.5,67.5,0.99971,3.08,0.71,10.41,red,5
6.4,0.474,0.06,0.98,0.03,9.0,131.5,0.99041,2.97,0.29,10.79,white,5
6.9,0.31,0.3,4.59,0.028,37.5,110.5,0.99194,3.35,0.6,11.74,white,7
6.8,0.36,0.316,2.96,0.02,41.0,102.5,0.98972,3.34,0.48,12.56,white,9
6.1,0.41,0.04,1.3,0.036,23.0,121.0,0.99228,3.24,0.61,9.9,white,6
7.4,0.204,0.422,1.14,0.043,15.5,64.0,0.99156,3.19,0.34,11.15,white,5
6.7,0.241,0.3,3.84,0.042,105.0,179.0,0.9919,3.04,0.59,11.3,white,8
6.4,0.241,0.347,5.53,0.054,30.0,128.0,0.99345,3.33,0.46,10.83,white,3
6.6,0.228,0.3,12.15,0.053,27.5,133.0,0.99845,3.41,0.43,9.44,white,5
8.4,0.745,0.11,1.9,0.09,16.0,63.0,0.9965,3.19,0.82,9.6,red,5
9.8,0.51,0.19,3.2,0.081,8.0,30.0,0.9984,3.23,0.58,10.5,red,6
7.6,0.422,0.347,7.61,0.051,39.5,170.0,0.99696,3.1,0.52,9.37,white,5
6.4,0.261,0.394,7.99,0.044,56.0,203.0,0.99569,3.16,0.47,9.21,white,5
8.0,0.59,0.05,2.0,0.089,12.0,32.0,0.99735,3.36,0.61,10.0,red,5
7.0,0.308,0.351,5.59,0.036,35.0,116.0,0.99113,2.98,0.35,12.25,white,8
9.2,0.246,0.27,10.49,0.047,102.5,205.5,0.99501,2.93,0.41,10.69,white,3
6.0,0.325,0.301,2.39,0.034,36.0,133.5,0.98917,3.3,0.41,12.93,white,7
7.3,0.19,0.271,13.88,0.057,45.0,155.0,0.99808,2.94,0.41,8.8,white,8
6.8,0.335,0.431,6.51,0.055,27.5,153.5,0.99546,3.15,0.42,9.6,white,5
6.1,0.379,0.276,3.47,0.033,44.0,110.0,0.98928,3.24,0.55,13.31,white,7
9.1,0.324,0.39,1.34,0.05,14.0,180.5,0.9948,3.1,0.48,9.63,white,5
6.8,0.263,0.369,4.53,0.037,58.5,167.5,0.99184,3.32,0.4,11.99,white,8
7.2,0.169,0.391,13.01,0.039,67.0,168.5,0.99736,3.21,0.79,10.29,white,6
7.8,0.464,0.429,11.07,0.192,26.5,196.0,0.99815,3.03,0.58,9.4,white,5
8.0,0.248,0.275,6.22,0.041,191.5,303.0,0.99361,3.12,0.49,10.79,white,3
7.5,0.208,0.765,12.47,0.039,71.0,176.5,0.99796,2.98,0.46,8.91,white,5
11.0,0.292,0.485,2.53,0.087,13.5,41.0,0.9984,3.13,0.99,10.7,red,7
6.4,0.169,0.263,1.37,0.049,21.0,80.5,0.99367,3.64,0.54,10.22,white,6
7.2,0.25,0.201,13.56,0.052,48.0,198.5,0.99851,3.12,0.52,8.95,white,5
7.4,0.426,0.405,2.29,0.039,9.0,88.5,0.99048,3.03,0.4,11.8,white,4
7.9,0.268,0.381,6.94,0.053,34.5,153.5,0.99502,3.24,0.73,11.39,white,6
7.8,0.21,0.318,4.01,0.036,34.0,171.0,0.99604,3.46,0.45,9.44,white,4
6.5,0.234,0.349,7.31,0.028,19.0,90.5,0.99264,3.12,0.56,11.31,white,8
7.7,0.51,0.15,2.17,0.068,29.0,39.0,0.99418,3.4,0.73,12.33,red,8
6.8,0.385,0.301,2.54,0.046,33.0,97.0,0.99112,3.31,0.48,12.01,white,8
7.0,0.294,0.438,2.89,0.027,40.0,115.0,0.99014,3.34,0.4,12.83,white,9
7.6,0.292,0.356,1.08,0.04,6.0,104.0,0.99104,3.05,0.43,11.33,white,4
6.3,0.56,0.082,1.67,0.057,25.5,34.0,0.99417,3.54,0.59,11.22,red,5
6.1,0.254,0.522,4.95,0.047,58.5,166.5,0.99379,3.14,0.66,10.14,white,5
6.7,0.791,0.019,1.99,0.08,6.0,12.0,0.99605,3.55,0.62,9.99,red,3
6.9,0.23,0.34,2.89,0.056,26.0,106.5,0.99365,3.01,0.38,9.33,white,6
8.2,1.127,0.016,3.17,0.094,5.5,11.0,0.99813,3.48,0.47,10.99,red,3
7.3,0.189,0.27,13.9,0.057,45.0,154.5,0.99808,2.94,0.41,8.8,white,8
7.4,0.192,0.381,4.84,0.032,30.0,157.0,0.99294,3.05,0.63,11.6,white,4
6.5,0.183,0.37,1.57,0.036,43.5,148.5,0.99261,3.39,0.66,10.58,white,8
7.2,0.19,0.27,11.2,0.061,46.0,149.0,0.99772,2.99,0.59,9.3,white,6
7.6,0.603,0.0,2.1,0.074,13.5,24.5,0.99653,3.3,0.62,9.77,red,6
4.8,0.183,0.258,1.49,0.041,33.5,94.0,0.99086,3.73,0.54,11.46,white,6
6.6,0.25,0.25,1.3,0.04,28.0,85.0,0.98984,2.87,0.48,11.2,white,6
6.5,0.85,0.031,2.07,0.06,5.0,11.5,0.99629,3.56,0.63,10.46,red,4
5.9,0.313,0.278,4.34,0.032,48.0,119.5,0.98963,3.16,0.54,12.92,white,8
9.1,0.323,0.389,1.32,0.05,14.0,180.5,0.99478,3.1,0.48,9.64,white,5
6.1,0.203,0.262,1.88,0.041,28.0,94.5,0.99089,3.27,0.54,11.13,white,6
9.7,0.428,0.453,2.54,0.066,9.5,27.5,0.99819,3.26,0.67,10.65,red,6
5.8,0.207,0.23,2.87,0.042,11.0,105.0,0.99287,3.28,0.47,9.94,white,5
6.7,0.278,0.233,7.68,0.049,56.5,210.0,0.99595,3.12,0.46,8.94,white,5
11.3,0.332,0.487,3.01,0.069,9.0,31.5,0.99966,3.32,0.9,10.98,red,6
7.8,0.24,0.32,12.2,0.054,42.0,138.0,0.9984,3.01,0.54,8.8,white,5
6.8,0.341,0.321,2.34,0.047,35.5,104.5,0.99117,3.27,0.46,11.94,white,8
6.8,0.306,0.267,2.09,0.032,11.5,94.5,0.99118,3.06,0.44,11.06,white,6
6.6,0.561,0.163,2.26,0.045,7.5,30.0,0.99318,3.23,0.31,10.2,white,4
7.8,0.316,0.368,6.0,0.028,26.0,104.0,0.99326,3.31,0.54,11.42,white,9
12.0,0.382,0.523,2.64,0.096,10.5,36.5,1.00039,3.16,0.58,10.1,red,5
8.1,0.305,0.277,1.88,0.032,4.0,49.0,0.99083,2.94,0.33,11.5,white,4
6.2,0.36,0.45,10.4,0.06,22.0,184.0,0.99711,3.31,0.56,9.8,white,6
7.9,0.178,0.457,12.81,0.044,41.0,143.0,1.00009,3.25,0.76,8.54,white,8
6.3,0.287,0.336,1.21,0.045,9.5,131.0,0.99226,3.39,0.5,10.47,white,7
7.6,0.223,0.354,2.92,0.03,29.0,173.5,0.99119,3.07,0.71,12.5,white,6
6.6,0.257,0.248,7.48,0.057,53.0,201.5,0.99582,3.22,0.43,9.35,white,5
6.5,0.249,0.308,4.13,0.057,25.5,141.0,0.99185,3.22,0.43,12.05,white,7
7.1,0.6,0.266,5.84,0.048,21.0,86.0,0.99432,3.19,0.37,10.88,white,4
9.8,0.376,0.503,2.04,0.074,4.0,13.0,0.99598,3.22,0.74,11.9,red,6
6.8,0.18,0.301,12.81,0.062,19.0,171.5,0.99808,3.0,0.52,9.0,white,7
6.6,0.31,0.074,1.42,0.035,56.0,145.0,0.99212,3.17,0.44,10.01,white,5
6.5,0.281,0.34,3.96,0.044,26.5,123.5,0.9914,3.25,0.47,12.07,white,7
6.8,0.36,0.32,3.19,0.019,44.0,105.0,0.98971,3.33,0.46,12.58,white,9
6.2,0.66,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39,12.8,white,8
10.9,0.287,0.556,2.04,0.058,7.0,19.5,0.99792,3.3,0.91,10.56,red,7
10.2,0.48,0.634,2.89,0.078,10.5,26.5,0.99682,3.17,0.78,12.38,red,7
6.7,0.288,0.276,1.83,0.035,12.0,83.5,0.99129,3.05,0.46,10.99,white,6
6.5,0.228,0.486,3.05,0.048,59.5,159.0,0.99343,3.1,0.61,10.35,white,6
6.9,0.3,0.21,15.7,0.056,49.0,159.0,0.99827,3.11,0.48,9.0,white,5
6.7,0.213,0.31,11.07,0.049,38.5,199.5,0.99571,3.11,0.45,10.02,white,3
7.7,0.39,0.285,2.86,0.047,14.0,94.5,0.99485,3.24,0.4,10.0,white,4
10.0,0.556,0.24,2.23,0.079,19.0,57.5,0.99906,3.18,0.57,10.09,red,6
7.0,0.299,0.432,2.96,0.027,41.0,115.5,0.99011,3.34,0.4,12.82,white,9
6.3,0.264,0.251,11.6,0.044,44.5,128.0,0.99549,3.13,0.38,10.51,white,6
8.2,0.265,0.469,6.66,0.034,29.5,119.0,0.99384,3.28,0.44,11.58,white,9
11.9,0.41,0.66,3.05,0.1,11.0,26.5,0.99979,3.17,0.73,10.62,red,7
7.9,0.72,0.176,2.56,0.093,19.0,38.5,0.99767,3.4,0.53,9.45,red,5
9.1,0.351,0.414,0.9,0.041,14.5,60.0,0.99228,2.96,0.29,10.42,white,4
7.1,0.152,0.278,14.9,0.051,28.0,145.5,0.99805,2.94,0.4,8.93,white,7
6.3,0.41,0.3,3.2,0.03,49.0,164.0,0.9927,3.53,0.79,11.7,white,7
7.2,0.333,0.262,2.08,0.077,32.5,68.0,0.99657,3.44,0.53,9.65,red,5
7.0,0.448,0.383,6.39,0.036,45.0,158.0,0.99271,3.21,0.36,12.18,white,7
6.9,0.42,0.206,12.5,0.045,63.5,198.5,0.99736,3.06,0.5,9.45,white,5
6.7,0.19,0.36,1.1,0.026,63.0,143.0,0.9912,3.27,0.48,11.0,white,6
6.4,0.22,0.32,7.18,0.028,15.0,83.5,0.99299,3.13,0.55,10.9,white,8
6.4,0.361,0.303,2.53,0.031,37.5,105.0,0.98898,3.22,0.53,13.54,white,7
6.7,0.258,0.354,13.5,0.056,37.0,155.0,0.99626,3.28,0.51,10.67,white,3
8.2,0.278,0.312,2.72,0.032,19.0,152.0,0.9911,2.94,0.76,12.21,white,6
6.4,0.297,0.273,4.29,0.045,34.0,91.5,0.99027,3.21,0.59,12.63,white,8
7.5,0.344,0.623,10.72,0.039,55.5,154.0,0.99765,3.12,0.44,8.83,white,6
7.2,0.216,0.35,12.81,0.04,49.5,152.0,0.99781,3.23,0.78,9.98,white,6
11.5,0.636,0.47,1.49,0.072,6.5,28.0,0.99785,3.1,0.59,10.25,red,4
8.1,0.26,0.33,11.1,0.052,52.5,158.0,0.9976,3.03,0.49,10.2,white,7
6.4,0.224,0.324,7.2,0.028,16.0,84.5,0.99293,3.13,0.55,10.98,white,8
6.5,0.081,0.331,1.9,0.028,23.0,93.0,0.991,3.34,0.7,12.01,white,7
11.1,0.362,0.485,2.86,0.092,8.0,27.5,0.99842,3.15,0.54,10.48,red,5
5.4,0.386,0.244,1.21,0.038,7.0,56.5,0.99088,3.42,0.38,11.51,white,4
5.3,0.416,0.223,3.75,0.034,43.0,110.5,0.98881,3.24,0.68,13.44,white,7
7.0,0.528,0.229,0.89,0.032,25.5,76.5,0.99304,3.17,0.32,9.23,white,4
6.8,0.238,0.305,14.44,0.059,34.5,113.0,0.99818,3.01,0.46,9.14,white,6
6.8,0.314,0.431,11.29,0.062,62.0,185.0,0.99782,3.11,0.54,8.83,white,4
7.3,0.25,0.36,13.07,0.05,35.0,200.0,0.99861,3.04,0.46,8.91,white,7
7.3,0.19,0.271,13.92,0.057,45.0,155.5,0.99806,2.94,0.41,8.8,white,8
6.6,0.45,0.43,7.2,0.064,31.0,186.0,0.9954,3.12,0.44,9.4,white,5
5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.99391,3.11,0.46,9.75,white,5
8.4,0.315,0.428,1.19,0.045,20.0,118.5,0.99413,3.21,0.41,10.18,white,4
8.7,0.243,0.282,6.67,0.038,122.5,210.0,0.99421,3.07,0.45,10.59,white,3
7.8,0.58,0.13,2.1,0.102,17.0,36.0,0.9944,3.24,0.53,11.2,red,6
6.5,0.219,0.249,17.07,0.05,44.0,138.5,1.00008,3.3,0.37,8.78,white,5
8.0,0.253,0.333,11.17,0.051,51.5,154.0,0.99753,3.02,0.5,10.12,white,7
7.3,0.249,0.36,13.11,0.05,35.0,200.0,0.9986,3.04,0.46,8.89,white,7
8.7,0.621,0.129,2.56,0.073,12.0,41.5,0.99722,3.22,0.58,9.5,red,5
7.9,0.232,0.385,6.87,0.032,16.0,101.0,0.99397,3.01,0.37,10.68,white,8
9.2,0.254,0.288,1.07,0.041,14.0,77.5,0.99257,2.86,0.43,10.39,white,5
7.3,0.237,0.457,9.06,0.048,49.0,153.0,0.99595,3.22,0.57,10.5,white,7
6.5,0.337,0.248,1.74,0.047,19.5,142.5,0.99205,3.3,0.37,10.88,white,5
11.6,0.505,0.425,4.02,0.075,22.5,54.5,0.99795,3.08,0.57,9.52,red,4
6.9,0.275,0.565,9.2,0.045,45.5,190.5,0.99659,3.12,0.49,9.13,white,4
6.5,0.224,0.313,6.07,0.031,15.0,86.0,0.99287,3.15,0.57,10.79,white,8
5.9,0.283,0.277,1.61,0.059,17.0,136.0,0.99134,3.24,0.36,11.11,white,6
5.7,0.251,0.315,3.08,0.039,14.0,81.5,0.99008,3.06,0.41,11.67,white,7
8.9,0.57,0.365,8.56,0.062,34.5,274.5,0.99844,3.14,0.5,9.75,white,3
7.5,0.394,0.28,5.55,0.036,32.0,104.5,0.99167,3.18,0.58,12.37,white,7
6.7,0.273,0.387,6.15,0.03,32.0,103.5,0.99114,3.13,0.6,12.54,white,8
7.6,0.189,0.331,3.76,0.023,30.5,104.5,0.99193,2.98,0.46,11.0,white,6
7.1,0.37,0.3,6.2,0.04,49.0,139.0,0.99021,3.17,0.27,13.6,white,6
6.9,0.681,0.075,1.96,0.057,25.0,62.0,0.99349,3.5,0.77,12.78,red,8
6.7,0.36,0.307,2.49,0.02,35.0,96.5,0.9897,3.37,0.53,12.5,white,9
5.9,0.14,0.25,4.5,0.027,34.0,140.0,0.9934,3.49,0.51,10.8,white,6
6.9,0.183,0.407,10.35,0.038,83.0,186.5,0.99636,3.02,0.45,8.98,white,6
6.6,0.407,0.28,10.06,0.034,19.0,90.0,0.99211,3.05,0.36,12.22,white,6
6.3,0.245,0.34,2.41,0.031,36.5,136.5,0.98969,3.26,0.37,12.6,white,7
7.8,0.387,0.33,1.28,0.033,21.0,85.0,0.98986,3.0,0.33,12.28,white,8
7.7,0.3,0.23,2.0,0.068,28.0,138.0,0.99382,3.11,0.62,9.8,white,5
5.6,0.41,0.22,7.1,0.05,44.0,154.0,0.9931,3.3,0.4,10.5,white,5
6.3,0.303,0.544,5.62,0.037,34.5,113.0,0.99107,3.25,0.6,12.36,white,8
6.8,0.199,0.257,13.34,0.046,27.5,134.5,0.99725,2.89,0.47,9.4,white,6
6.6,0.616,0.236,1.73,0.081,12.0,64.5,0.99703,3.51,0.65,9.3,red,5
7.2,0.24,0.3,1.6,0.048,27.0,131.0,0.9933,3.25,0.45,10.5,white,5
7.3,1.101,0.034,4.56,0.099,3.5,12.5,0.99701,3.43,0.48,10.42,red,3
7.0,0.211,0.355,9.11,0.038,31.5,109.5,0.99412,3.12,0.49,10.87,white,6
7.4,0.615,0.023,2.1,0.08,27.0,42.5,0.99566,3.43,0.62,10.83,red,6
6.5,0.24,0.387,1.0,0.027,31.5,90.5,0.98926,3.24,0.36,12.33,white,6
6.8,0.733,0.192,6.57,0.052,24.5,63.0,0.99323,3.12,0.28,11.1,white,4
9.6,0.223,0.371,3.42,0.042,20.0,155.5,0.99437,3.03,0.45,10.48,white,6
6.2,0.225,0.349,1.79,0.049,26.0,122.5,0.99202,3.34,0.43,10.89,white,3
6.2,0.263,0.282,1.61,0.046,32.0,121.5,0.99264,3.41,0.51,10.33,white,7
8.5,0.294,0.42,8.85,0.03,36.0,122.5,0.99503,3.22,0.43,11.03,white,9
6.5,0.356,0.237,2.52,0.047,229.5,384.5,0.99284,3.36,0.53,10.71,white,3
7.0,0.36,0.32,10.02,0.045,37.0,130.5,0.99354,3.09,0.33,11.7,white,8
11.5,0.406,0.496,3.04,0.1,25.0,74.5,1.00037,3.17,0.91,9.22,red,5
6.1,0.197,0.4,1.39,0.027,18.5,83.0,0.98919,3.21,0.96,13.05,white,6
7.5,0.57,0.08,2.6,0.089,14.0,27.0,0.99592,3.3,0.59,10.4,red,6
6.9,0.204,0.393,5.21,0.04,38.0,125.0,0.99309,3.14,0.53,10.93,white,6
7.7,0.277,0.355,7.02,0.039,40.0,164.0,0.99402,3.26,0.37,11.18,white,8
6.2,0.37,0.241,6.06,0.032,19.0,86.0,0.98933,3.04,0.26,13.4,white,8
7.1,0.575,0.157,1.86,0.068,15.0,26.0,0.99558,3.47,0.68,10.58,red,7
6.7,0.307,0.325,13.91,0.038,7.0,78.5,0.9942,3.13,0.36,12.35,white,5
7.2,0.463,0.243,15.11,0.031,33.5,151.0,0.99516,3.14,0.5,12.12,white,7
6.8,0.33,0.462,10.21,0.056,64.5,184.0,0.99736,3.12,0.54,8.83,white,4
7.2,0.315,0.465,5.06,0.042,11.0,47.5,0.9908,3.04,0.47,12.55,white,4
6.8,0.36,0.321,3.19,0.019,44.0,105.5,0.98976,3.33,0.46,12.59,white,9
7.4,0.261,0.339,1.52,0.029,41.0,102.0,0.98967,2.99,0.4,12.25,white,7
6.9,0.286,0.503,13.28,0.052,50.5,191.5,0.99752,3.09,0.45,9.34,white,5
10.2,0.333,0.541,2.69,0.074,5.0,16.5,0.99691,3.15,0.75,11.25,red,8
6.8,0.579,0.03,2.2,0.067,8.0,19.5,0.9963,3.43,0.65,9.44,red,6
6.3,0.252,0.322,2.46,0.046,31.0,113.0,0.99307,3.31,0.56,10.2,white,4
9.2,0.28,0.41,1.0,0.042,14.0,59.0,0.9922,2.96,0.25,10.5,white,6
7.2,0.123,0.331,10.63,0.045,55.5,143.5,0.99647,3.19,0.4,9.2,white,6
7.5,0.16,0.38,12.7,0.043,70.5,163.0,0.99706,3.15,0.82,10.4,white,7
6.8,0.351,0.529,10.09,0.053,37.0,151.0,0.99628,3.07,0.4,9.4,white,5
6.1,0.226,0.316,2.96,0.029,28.5,81.5,0.9901,3.25,0.69,12.38,white,8
6.7,0.477,0.111,2.48,0.088,20.5,134.5,0.99366,3.07,0.47,9.2,white,4
7.3,0.4,0.24,6.7,0.058,41.0,166.0,0.995,3.2,0.41,9.9,white,6
5.5,0.335,0.356,2.72,0.056,13.5,38.5,0.99098,3.43,0.59,13.54,red,6
7.6,0.493,0.18,2.21,0.061,26.0,38.5,0.99439,3.37,0.75,12.13,red,8
6.3,0.139,0.402,1.4,0.041,21.5,84.0,0.98975,3.12,0.48,12.02,white,7
6.6,0.276,0.305,1.91,0.029,38.5,110.5,0.99139,3.31,0.61,11.06,white,7
7.1,0.191,0.36,5.82,0.058,48.5,140.5,0.99326,3.06,0.46,10.59,white,7
9.8,0.27,0.559,10.34,0.046,44.0,184.0,0.99849,2.95,0.64,9.46,white,6
7.4,0.245,0.239,1.83,0.042,22.0,158.0,0.99244,3.26,0.54,10.95,white,6
6.7,0.86,0.07,2.0,0.1,20.0,57.0,0.99598,3.6,0.74,11.7,red,6
6.3,0.229,0.304,2.03,0.039,64.5,135.5,0.99086,3.25,0.79,11.7,white,7
5.7,0.231,0.279,1.41,0.029,25.0,103.0,0.98948,3.35,0.38,12.53,white,7
7.2,0.263,0.295,8.45,0.04,37.5,137.0,0.99375,3.27,0.35,11.27,white,8
6.5,0.55,0.359,2.02,0.036,28.5,79.0,0.99026,3.36,0.46,12.36,white,8
7.0,0.294,0.313,12.4,0.04,42.5,141.5,0.99445,3.34,0.44,12.03,white,8
6.9,0.214,0.337,2.29,0.035,25.0,111.5,0.99003,3.12,0.41,12.36,white,7
7.7,0.312,0.347,3.05,0.03,29.0,108.0,0.99087,3.01,0.38,12.09,white,8
5.5,0.271,0.344,1.96,0.035,38.5,80.5,0.98941,3.24,0.64,12.21,white,7
6.2,0.303,0.313,3.39,0.03,36.0,133.0,0.98922,3.31,0.38,13.1,white,7
6.3,0.233,0.549,16.29,0.049,24.0,100.0,0.99783,3.01,0.47,9.28,white,6
7.6,0.39,0.32,3.6,0.035,22.0,93.0,0.99144,3.08,0.6,12.5,white,7
7.5,0.422,0.358,4.21,0.041,19.5,126.5,0.99509,3.24,0.42,10.48,white,5
6.9,0.458,0.226,5.31,0.035,27.5,109.5,0.9905,3.18,0.56,13.14,white,7
6.7,0.123,0.331,2.21,0.031,18.5,53.0,0.99009,3.09,0.51,11.8,white,7
7.5,1.443,0.0,2.81,0.123,5.0,11.0,0.99541,3.55,0.45,10.83,red,3
6.9,0.239,0.321,1.67,0.047,24.5,156.5,0.99353,3.3,0.58,10.02,white,4
7.0,0.14,0.318,8.73,0.046,41.5,108.0,0.99465,3.16,0.43,10.28,white,8
8.0,0.338,0.377,2.19,0.059,6.0,10.0,0.99527,3.34,0.69,11.27,red,7
6.3,0.346,0.176,6.62,0.082,41.0,207.0,0.99714,3.48,0.65,9.43,white,4
7.8,0.521,0.074,2.33,0.069,11.0,44.0,0.99642,3.35,0.57,9.55,red,5
6.4,0.452,0.224,14.71,0.047,51.0,184.0,0.99824,3.38,0.59,10.43,white,5
10.5,0.504,0.462,2.41,0.063,8.5,23.0,0.99916,3.16,0.58,9.62,red,6
7.3,0.464,0.391,5.79,0.07,23.0,116.5,0.99754,3.39,0.76,10.5,red,5
7.1,0.477,0.449,5.65,0.064,21.5,110.5,0.99754,3.34,0.78,10.5,red,5
6.7,0.264,0.343,7.99,0.047,29.0,112.0,0.99437,3.26,0.54,10.92,white,7
6.4,0.256,0.208,7.37,0.063,31.5,151.0,0.99602,3.24,0.52,9.2,white,5
6.4,0.229,0.287,15.65,0.043,49.0,133.0,0.99697,3.18,0.37,10.56,white,6
6.9,0.27,0.323,1.39,0.041,39.5,138.0,0.99298,3.38,0.54,10.17,white,8
6.8,0.339,0.245,5.35,0.021,13.5,78.0,0.98947,2.86,0.62,13.17,white,6
7.1,0.387,0.303,3.45,0.076,30.0,64.5,0.99719,3.41,0.6,9.64,red,6
6.8,0.36,0.321,3.21,0.019,44.5,106.5,0.98974,3.33,0.46,12.6,white,9
7.0,0.392,0.285,1.98,0.055,16.0,34.5,0.9944,3.25,0.77,11.54,red,8
6.3,0.254,0.429,2.3,0.042,35.0,124.0,0.99271,3.49,0.48,10.71,white,8
6.3,0.23,0.3,1.8,0.033,16.0,91.0,0.9906,3.28,0.4,11.8,white,6
7.0,0.345,0.339,9.61,0.042,35.0,130.5,0.99343,3.08,0.33,11.61,white,8
7.5,0.434,0.395,1.97,0.038,3.5,80.5,0.9903,3.03,0.43,11.7,white,4
11.2,0.247,0.387,9.32,0.034,15.5,118.0,0.99818,2.98,0.51,10.18,white,3
8.1,0.348,0.442,2.34,0.095,22.5,59.5,0.99749,3.31,0.68,10.41,red,6
6.7,0.264,0.489,8.06,0.048,57.5,201.5,0.99561,3.21,0.42,9.93,white,6
7.4,0.194,0.282,14.0,0.057,48.5,180.0,0.99849,3.03,0.43,8.84,white,8
7.3,0.274,0.803,7.77,0.04,55.5,174.5,0.99522,3.28,0.59,10.63,white,6
7.0,0.191,0.38,1.12,0.026,28.0,98.5,0.99077,3.13,0.38,11.31,white,5
7.4,0.68,0.16,1.8,0.078,12.0,39.0,0.9977,3.5,0.7,9.9,red,6
5.6,0.249,0.302,1.76,0.039,31.0,104.5,0.98994,3.47,0.53,12.44,white,7
6.6,0.205,0.332,6.94,0.037,24.0,96.0,0.99308,3.12,0.53,10.93,white,8
6.6,0.321,0.298,2.09,0.025,31.5,91.5,0.99032,3.24,0.49,12.46,white,8
8.3,0.444,0.283,1.86,0.071,22.0,38.5,0.99573,3.22,0.64,10.63,red,5
5.8,0.41,0.344,1.15,0.045,10.0,101.5,0.99095,3.43,0.41,11.47,white,5
